lineId	chId	mId	chName	dialogue
L36120	u322	m19	PINKERTON	It's going to be a long winter.
L36119	u323	m19	RAINS	So you can't tell me anything?
L36118	u322	m19	PINKERTON	Hardly farmers. I've done some checking. All these were in the War. These men know sabotage, tactics, and have four years of bloody fighting experience behind them. They are disciplined, well-trained and have a charismatic leader. If I were to design the perfect outlaw band, this gang is what I would create.
L36117	u323	m19	RAINS	I'm losing millions of dollars and months of time while you play chess with these farmers!
L36116	u322	m19	PINKERTON	It's early in the game yet, Mr. Rains. Jesse James and I are just learning how each other moves, feeling out each other's patterns.
L36100	u322	m19	PINKERTON	Oh, that's the best part.
L36099	u323	m19	RAINS	The gang made off with thirty-five thousand dollars and also destroyed the Thaxton Switch construction, meaning that for a few months honest farmers will be able to sleep without fearing the railroad is coming to steal their land!  Who wrote this!? I'll see him hanged every Tuesday for a month!
L36098	u322	m19	PINKERTON	It is a nice piece of writing.
L36097	u323	m19	RAINS	A Rock Island and Pacific Railroad depot was robbed two nights ago just outside St. Louis, Missouri. The brave and daring James-Younger Gang was heavily outnumbered by Pinkerton detectives, but the city lawmen were no match for the guns of the West.
L36096	u322	m19	PINKERTON	I'm afraid our adversaries don't agree.
L36095	u323	m19	RAINS	This is no game.
L36094	u322	m19	PINKERTON	Would a jury around here convict their own? I think not. We're beginning an interesting game here, Mr. Rains.
L36093	u323	m19	RAINS	I want them arrested and hanged!
L36092	u322	m19	PINKERTON	Oh no, I would have done that. But I would have made sure I killed them, too.
L36091	u323	m19	RAINS	You wouldn't have done that?
L36085	u322	m19	PINKERTON	Not to mention my men who lost their lives.
L36084	u323	m19	RAINS	Look at this, Pinkerton! They got the payroll, and this damage will set construction back two months at least.
L195536	u872	m56	CHINK	That's your problem.
L195535	u877	m56	SISSY	How am I going to be the progenitor of a tribe when I'm living on an isolated ridgetop with Delores?
L195534	u872	m56	CHINK	Suppose that you bear five or six children with your characteristics. All in Siwash Cave. In a postcatastrophe world, your offspring would of necessity intermarry, forming in time a tribe. A tribe every member of which had giant thumbs. A tribe of Big Thumbs would relate to the environment in very special ways. It could not use weapons or produce sophisticated tools. It would have to rely on its wits and its senses. It would have to live with animals -- and plants! -- as virtual equals. It's extremely pleasant to me to think about a tribe of physical eccentrics living peacefully with animals and plants, learning their languages, perhaps, and paying them the respect they deserve.
L195533	u872	m56	CHINK	The world isn't going to end, you dummy; I hope you know that much.  But it is going to change. It's going to change drastically, and probably in your lifetime. The Clock People see calamitous earthquakes as the agent of change, and they may be right, since there are a hundred thousand earthquakes a year and major ones are long overdue. But there are far worse catastrophes coming... unless the human race can bring itself to abandon the goals and values of civilization, in other words, unless it can break the consumption habit -- and we are so conditioned to consuming as a way of life that for most of us life would have no meaning without the yearnings and rewards of progressive consumption. It isn't merely that our bad habits will cause global catastrophes, but that our operative political-economic philosophies have us in such a blind crab grip that they prevent us from preparing for the natural disasters that are not our fault. So the apocalyptic shit is going to hit the fan, all right, but there'll be some of us it'll miss. Little pockets of humanity. Like the Clock People. Like you two honeys, if you decide to accept my offer of a lease on Siwash Cave. There's almost no worldwide calamity -- famine, nuclear accident, plague, weather warfare or reduction of the ozone shield -- that you couldn't survive in that cave.
L195532	u877	m56	SISSY	Well, if the Clock People give you any inside information on the end of the world, drop us a postcard.
L195529	u872	m56	CHINK	Easy come, easy go.
L195528	u877	m56	SISSY	But that's an old story now...... I can't believe that you would leave the Butte.
L195527	u872	m56	CHINK	You mean she's dead?
L195526	u877	m56	SISSY	She had a one way-ticket to Kansas City.
L195525	u872	m56	CHINK	I want to go back to the Clock People. I kind of miss those fool redskins and wonder what they're up to. What's happened to Jelly?
L195524	u877	m56	SISSY	The Countess has come to our aid. The Rubber Rose Ranch is officially deeded to all the cowgirls. And I have been asked to oversee the ranch. For $300 a week. And as it turns out, the Countess is not going to be the vegetable the doctors thought he was... here's a picture!
L195523	u872	m56	CHINK	Yes, everything is getting worse. But everything is also getting better.
L195522	u877	m56	SISSY	Is everything getting worse?
L195433	u872	m56	CHINK	Ha ha ho ho and hee hee.
L195432	u877	m56	SISSY	What do you believe in then?
L195428	u872	m56	CHINK	"The Clock People mistook me for Chinese. And the name stuck. In the same way that all Indian tribes came to be labeled ""Indians"" through the ignorance of an Italian sailor with a taste for oranges, it is only fitting that ""Indians"" misnamed me. The Clock People, however, are not a tribe, rather they are a gathering of Indians from various tribes. They have lived together since 1906."
L195427	u877	m56	SISSY	Then if you are Japanese, then why are you called the Chink?
L195426	u872	m56	CHINK	During the Second World War I busted out of Tule Lake detention camp; as a Japanese-American, I had been put there and watched over. I found refuge with the Clock People, who discovered me in a snow bank, near dead, I had been climbing across the Sierra Nevada mountains.
L195425	u877	m56	SISSY	The Clock People?
L195424	u872	m56	CHINK	But unlike the clockworks of the Clock People, my ticks more accurately echo the ticks of the universe....  ......ha ha ho ho and hee hee.
L195423	u872	m56	CHINK	He was a degenerated warlock who could turn urine into beer, and the honor that he extended me gave me rights of occupancy in this sacred cave on this far-away Siwash Ridge. I came to the Dakota hills to construct a clockworks of my own.
L195422	u877	m56	SISSY	Siwash, huh?
L195421	u872	m56	CHINK	The Clockworks is one reason that I am here on Siwash Ridge. I accepted the invitation to be initiated as a shaman by an aged Siwash chief who was the principle outside confederate of the Clock People.
L195420	u877	m56	SISSY	Clockworks?
L195419	u872	m56	CHINK	Clockworks.
L195418	u877	m56	SISSY	What was that?
L195416	u872	m56	CHINK	Neither do I... ha ha ho ho hee hee.
L195415	u877	m56	SISSY	But I don't know how to polka.
L195412	u872	m56	CHINK	Save your breath for the climb.
L195411	u877	m56	SISSY	Oh? Well, there's been some trouble on the ranch. I came up here to get out of the way. It's so dark now I doubt if I could find my way back down. If you could help...
L195410	u872	m56	CHINK	I know who you are.
L195409	u877	m56	SISSY	I'm a friend of Bonanza Jellybean's.
L195277	u873	m56	HOWARD	Oh, Rupert and Carla had a little hassle and went home.
L195276	u877	m56	SISSY	Where are the others?
L195265	u877	m56	SISSY	You might say that, although I don't think of it as traveling.
L195264	u873	m56	HOWARD	A traveler, eh?
L195263	u877	m56	SISSY	Well, no, I don't reside anywhere in particular. I just keep moving.
L195262	u873	m56	HOWARD	You don't?
L195261	u877	m56	SISSY	I don't.
L195260	u873	m56	HOWARD	I know, but where do you reside when you aren't visiting New York?
L195259	u877	m56	SISSY	I'm staying with the Countess.
L195258	u873	m56	HOWARD	Where do you live, Miss Hankshaw?
L195496	u877	m56	SISSY	If I flinch when you say you love me, it's both our problems. My confusion becomes your confusion. Students confuse teachers, patients confuse psychiatrists, lovers with confused hearts confuse lovers with clear hearts....
L195495	u874	m56	JELLY	Every time I tell you that I love you, you flinch. But that's your problem.
L195489	u877	m56	SISSY	But the peyote is obviously affecting their brains. It's made them break a migratory pattern that goes back thousands of years.
L195488	u874	m56	JELLY	'Drugged' is a stupid word.
L195487	u877	m56	SISSY	No, I guess not.
L195481	u877	m56	SISSY	How did this business get started, anyhow? Why are the birds nesting here?
L195480	u874	m56	JELLY	Hell no, the cranes are wonderful, okay, but I'm not in this for whooping cranes. I'm in it for cowgirls. If we cowgirls give in to authority on this crane issue, then cowgirls become just another compromise. I want a finer fate than that -- for me and for every other cowgirl. Better no cowgirls at all than cowgirls compromised.
L195479	u877	m56	SISSY	So be it. It looks serious this time, though. All these guns... are you actually prepared to kill and die for whooping cranes?
L195478	u874	m56	JELLY	Looks like every time we get together things are in a mess.
L195467	u874	m56	JELLY	FROM MEN, THE WHOOPING CRANE HAS RECEIVED NEITHER LOVE NOR RESPECT. MEN HAVE DRAINED THE CRANE'S MARSHES, STOLEN ITS EGGS, INVADED ITS PRIVACY, POLLUTED ITS FOOD, FOULED ITS AIR, BLOWN IT APART WITH BUCKSHOT.
L195466	u877	m56	SISSY	That's Jellybean!
L195388	u874	m56	JELLY	I wouldn't say that. I expect she's right, ultimately. But I'm with Delores when it comes to fighting for what's mine. I can't understand why Delores is so uptight about the Chink; he could probably teach her a thing or two. Ee! That grass tickles, doesn't it? God knows I love women, but nothing can take the place of a man that fits. Still this is cowgirl territory and I'll stand with Delores and fight any bastards who might deny it. I guess I've always been a scrapper. Look. This scar. Only twelve years old and I was felled by a silver bullet.
L195387	u877	m56	SISSY	You don't agree with Debbie, then?
L195386	u874	m56	JELLY	Debbie says that if women are to take charge again, they must do it in the feminine way; they mustn't resort to aggressive and violent masculine methods. She says it is up to women to show themselves better than men, to love men, set good examples for them and guide them tenderly toward the New Age. She's a real dreamer, that Debbie-dear.
L195385	u877	m56	SISSY	What is Debbie's position?
L195384	u874	m56	JELLY	......Delores zonks out on peyote at least once a week, but so far her Third Vision hasn't happened. Niwetükame, the Mother Goddess has not gotten back in touch with her. Meanwhile she and Debbie are rivaling each other like a couple of crosstown high schools. Tension. Cowgirl tension! What a drag.
L195372	u874	m56	JELLY	Learned from the Chink? Oh my. Ha ha. That's hard to say. We mostly.... Uh, a lot of his talk is pretty goofy.
L195371	u877	m56	SISSY	Really? The Chink, huh? I've gathered that you sometimes speak with him. What else have you learned from the Chink?
L195370	u874	m56	JELLY	Did that last comment sound too profound to be coming outta my mouth? It's not original. It's something I picked up from the Chink.
L195369	u874	m56	JELLY	"No, ma'am. No way. There's girls on the Rubber Rose who are political, but I don't share their views. I got no cowgirl ideology to expound. ""Politics is for people who have a passion for changing life but lack a passion for living it."""
L195368	u877	m56	SISSY	You're political, then?
L195367	u874	m56	JELLY	Cowgirls exist as an image. A fairly common image. The idea of cowgirls especially for little girls prevails in our culture. Therefore, it seems to me, the existence of cowgirls should prevail. Otherwise, they're being fooled. In the Rodeo Hall of Fame in Oklahoma City there are just two cowgirls. Two. And both of 'em are trick-riders. Trick-riding is what cowgirls have almost always done in rodeos. Our society sure likes to see its unconventional women do tricks. That's what prostitutes call it, you know: 'tricking.'
L195366	u877	m56	SISSY	About being a cowgirl. What's it all about? When you say the word you make it sound like it was painted in radium on the side of a pearl.
L195365	u874	m56	JELLY	About...
L195364	u877	m56	SISSY	Tell me about it.
L195363	u874	m56	JELLY	Well, that doesn't matter; that part never interested me anyway. The beatnicks were before my time, and I never got anything outta the hippies but bad dope, clichés and the clap. But the example of your life helped me in my struggle to be a cowgirl.
L195362	u877	m56	SISSY	No, I'm afraid that part isn't true. Jack was in awe of me and tracked me down. We spent a night talking and hugging in a corn field, but he was hardly my lover. Besides, I always travel alone.
L195361	u874	m56	JELLY	Oh, I know about Sissy Hankshaw, all right. I've done a little hitchhiking myself. Ah shucks, that's like telling Annie Oakley you're a sharpshooter because you once knocked a tomato can off a stump with a fieldstone. I'd heard tales about you from people I'd meet in jail cells and truckstops. I heard about your, uh, your, ah, your wonderful thumbs, and I heard how you were Jack Kerouac's girl friend...
L195360	u877	m56	SISSY	Er, you seem to know who I am, and maybe even what I am. Thanks for the breakfast.
L195359	u874	m56	JELLY	Welcome, podner. By God, it's great to have you here. It's an honor. Sorry I took so long getting to you, but we've had a mess of hard work these past few days -- and a heap of planning to do.
L195322	u878	m56	THE COUNTESS	Aw, he's some old fart holyman who lives in the hills out West. Gives my ranch the creeps and the willies, too. But though he be old and dirty, he's alive, I'll bet, clear down to his toes. They don't have his juice in a jar in New Haven. Well I suppose that I'll have to write Sissy out on the road.
L195321	u875	m56	JULIAN	What guy?
L195320	u878	m56	THE COUNTESS	Chink's the guy's name, for Christ's sake.
L195319	u875	m56	JULIAN	If we Ivy Leaguers aren't earthy enough to suit you hillbillies, at least we don't go around indulging in racist terms such as 'Chink.' Next thing I know, you'll be calling me 'chief.'
L195318	u878	m56	THE COUNTESS	What do they do to you boys in those Ivy league schools, anyway? Strap you down and pump the Nature out of you? They can even press the last drop of Nature out of a Mohawk buck. Why, send a shaman or cannibal to Yale for four years and all he'd be fit for would be a desk in the military-industrial complex and a seat in the third row at a Neil Simon comedy. Jesus H.M.S. Christ! If Harvard or Princeton could get hold of the Chink for a couple of semesters they'd turn him into a candidate for the Bow Tie Wing of the Hall of Wimps. Oogie boogie.
L195317	u875	m56	JULIAN	I suppose it was mine. Yes, it definitely was my fault.
L195316	u878	m56	THE COUNTESS	Whose fault was that?
L195315	u875	m56	JULIAN	Oh, we didn't get it all the way on.
L195314	u878	m56	THE COUNTESS	Shit O dear, Julian. Do you mean to tell me you didn't get it on?
L195313	u875	m56	JULIAN	Well.... er...
L195312	u878	m56	THE COUNTESS	What do you think?
L195311	u878	m56	THE COUNTESS	Like what?
L195310	u875	m56	JULIAN	How does she like what in bed?
L195309	u878	m56	THE COUNTESS	She always leaves town, you dummy. That doesn't mean anything. What about in bed? How does she like it in bed?
L195308	u875	m56	JULIAN	I think she's disappointed that I'm not more, ah, sort of atavistic. She's got some naive, sentimental notions about Indians. I'm sure she liked me, though; but.... then she left town.
L195307	u878	m56	THE COUNTESS	Ninety degrees to the left, I hope. How does she feel about you?
L195306	u875	m56	JULIAN	Countess. I'm really in a dither. She's turned my head.
L195305	u878	m56	THE COUNTESS	It's high time you realized, honey babe, that a woman doesn't have to give the best years of her life to Radcliffe or Smith in order to speak the English language.
L195304	u875	m56	JULIAN	Oh, you! I'm not talking about her hands. They're difficult to ignore, I confess, but I'm speaking of her whole being. Her whole being is extraordinary. The way she talks, for example. She's so articulate.
L195303	u878	m56	THE COUNTESS	She's obviously that. Jesus! Which would you rather have, a million dollars or one of Sissy's thumbs full of pennies?
L195302	u875	m56	JULIAN	Extraordinary!
L195299	u877	m56	SISSY	My thumbs hurt. I've made a mistake. I've been negligent. I haven't exercised. I have to hitchhike a little bit every day, no matter what. It's like a musician practicing his scales. When I don't practice, my timing gets off, my thumbs get stiff and sore.
L195298	u875	m56	JULIAN	Why? Why do you have to go?
L195297	u877	m56	SISSY	I have to go, Julian.
L195296	u875	m56	JULIAN	But I don't want you to leave. Please stay. We can go to dinner. I owe you a dinner. And tonight... we can... really make love.
L195295	u877	m56	SISSY	Getting dressed. I've got to go.
L195294	u875	m56	JULIAN	What are you doing?
L195293	u877	m56	SISSY	It's not the air conditioner that's making me cold. Nothing moves in here. Not even your birds.
L195292	u875	m56	JULIAN	Here. I'll turn down the air conditioner.
L195291	u877	m56	SISSY	I'm cold.
L195196	u877	m56	SISSY	As I developed, however, I grew more concerned with subtleties and nuances of style. Time in terms of M.P.H. no longer interested me. I began to hitchhike in something akin to geological time: slow, ancient, vast. When I am really moving, stopping car after car after car, moving so freely, so clearly, so delicately that even the sex maniacs and the cops can only blink and let me pass, then I embody the rhythms of the universe. I am in a state of grace.
L195195	u876	m56	MAN	Whooee!
L195194	u877	m56	SISSY	When I was younger, I hitchhiked one hundred and twenty-seven hours without stopping, without food or sleep, crossed the continent twice in six days, cooled my thumbs in both oceans and caught rides after midnight on unlighted highways.
L195193	u876	m56	MAN	You're the best?
L195192	u877	m56	SISSY	I'm the best.
L195191	u876	m56	MAN	Hitchhiking?
L195190	u877	m56	SISSY	Yep.
L195189	u876	m56	MAN	So now you're bummin' around?
L195188	u877	m56	SISSY	I was the Yoni Yum feminine-hygiene Dew girl from 1965 to 1970, but got laid off.
L195187	u876	m56	MAN	For magazines?
L195186	u877	m56	SISSY	I was a successful model once.
L195185	u876	m56	MAN	Are you in show business?
L195184	u877	m56	SISSY	American Cheese. The king of road food.
L195183	u876	m56	MAN	Thanks.
L195182	u876	m56	MAN	You bet your raggedy white ass I am.
L195181	u877	m56	SISSY	Going north?
L195437	u878	m56	THE COUNTESS	Sissy. You're trying to protect those scuzzy bitches. Well, let your conscience be your guide, as my mommy used to say, but it won't work. Those stinking sluts are going to suffer...
L195436	u877	m56	SISSY	I don't know anything about it.
L195435	u878	m56	THE COUNTESS	Sissy, don't play dumb with me! You're a good model but a shitty actress. The cowgirls are involved in this whooping crane disappearance. You know perfectly well they are. Last seen in Nebraska. Didn't make it to Canada. Siwash Lake is between Nebraska and Canada. The cowgirls have possession of Siwash Lake. And who else but Jellybean's wild cunts could possibly conceive of doing something so diabolical as to tamper with the last flock of some nearly extinct birds? How much do you know about it? Have they murdered those cranes the way they murdered my moo cows?
L195233	u878	m56	THE COUNTESS	Good, good, good... you'll enjoy it, you'll see. Julian is a gentleman.
L195232	u877	m56	SISSY	Well, okay. I'll try it. I don't see the point in it, but I'll try it. Just for you. It's kind of silly, actually, me going out with an artist in New York City. However...
L195231	u878	m56	THE COUNTESS	I can't be certain that you would. But what have you got to lose?
L195230	u877	m56	SISSY	What makes you think this watercolorist and I would develop a romantic relationship?
L195229	u878	m56	THE COUNTESS	Yes, well, what I'm getting at is that there comes a time when it is psychologically impossible for a woman to lose her virginity. She can't wait too long, you know. Now, there's no reason why you must lose yours. I mean, just ponder it a bit, that's all.
L195228	u877	m56	SISSY	Why, yes, technically. Jack Kerouac and I came awfully close, but he was afraid of me, I think...
L195227	u878	m56	THE COUNTESS	But here you are, still a virgin -- you are virginal yet, aren't you?
L195226	u878	m56	THE COUNTESS	Now, now. Don't get exasperated. I realize that you've always avoided all but the most rudimentary involvements with men, and I might add, you've been wise. Heterosexual relationships seem to lead only to marriage. For men, marriage is a matter of efficient logistics: The male gets his food, bed, laundry, TV, pussy, offspring and creature comforts all under one roof, where he doesn't have to dissipate his psychic energy thinking about them too much, then he is free to go out and fight the battles of life, which is what existence is all about. But for a woman marriage is surrender.
L195225	u877	m56	SISSY	But Countess...
L195224	u878	m56	THE COUNTESS	Purely personal. I believe you might enjoy one another.
L195223	u877	m56	SISSY	If you don't want me to pose for him, why do you want me to meet him?
L195222	u878	m56	THE COUNTESS	Shit O dear, that's enough to make me asthmatic. The nerve of those twits. What do they know about female odor? Don't interrupt. Here's my concept. My ranch out West? It's a beauty ranch. Oh, it's got a few head of cattle for atmosphere and tax purposes. But it's a beauty ranch, a place where unhappy women -- divorcees and widows, mainly -- can go to lose weight, remove wrinkles, change their hair styles and pretty themselves up for the next disappointment. My ranch is named the Rubber Rose, after the Rubber Rose douche bag, my own invention, and bless its little red bladder, the most popular douche bag in the world. So get this. It's on the migratory flight path of the whooping cranes. The last flock of wild whooping cranes left in existence. Well, these cranes stop off at my little pond -- Siwash Lake, it's called -- twice a year, autumn and spring, and spend a few days each time, resting up, eating, doing whatever whooping cranes do. I've never seen them, understand, but I hear they're magnificent. Very big specimens -- I mean, huge mothers -- and white as snow, to coin a phrase, except for black tips on their wings and tail feathers, and bright red heads. Now, whooping cranes, in case you didn't know it, are noted for their mating dance. It's just the wildest show in nature. It's probably the reason why birdwatching used to be so popular with old maids and deacons. Picture these rare, beautiful, gigantic birds in full dance -- leaping six feet off the mud, arching their backs, flapping their wings, strutting low to the ground. Dears, it's overwhelming. And picture the birds doing their sex dance on TV. Right there on the home screen, creation's most elaborate sex ritual -- yet clean and pure enough to suit the Pope. With lovely Sissy Hankshaw in the foreground. In a white gown, red hood attached, and big feathery sleeves trimmed in black. In a very subdued imitation of the female whooping crane, she dance/walks over to a large nest in which there sits a can of Yoni Yum. And a can of Dew. Off-camera, a string quartet is playing Debussy. A sensuous voice is reading a few poetic lines about courtship and love. Are you starting to get it? Doesn't it make the hair on your neck stand up and applaud? My very goodness gracious! Grandiose, lyrical, erotic and Girl Scout- oriented; you can't top it. I've hired a crew of experts from Walt Disney Studios, the best wildlife cinematographers around. You're my eternal favorite. Princess Grace herself couldn't be better, not even if she had your personality which she doesn't; Anyway, dear, I'm out of photography now and into water colors. Ah how circuitous conversation is! We're back at the beginning. The exact man I've wanted you to meet is my artist the watercolorist.
L195221	u877	m56	SISSY	The Food and Drug Administration said Wednesday female deodorant sprays may cause such harmful reactions as blisters, burns and rashes. Although the FDA judges that the reported reactions are not sufficient to justify removal of these products from the market, they are sufficient to warrant the proposed mandatory label warnings.
L195220	u878	m56	THE COUNTESS	I am once more about to make advertising history. And only you, the original Yoni Yum/Dew Girl, could possibly assist me.
L195219	u877	m56	SISSY	A job for me?
L195218	u878	m56	THE COUNTESS	Sissy, Sissy, blushing bride, you can desist from wearing paths in those forgotten highways. The Countess has arranged a job for you. And what a job...
L195217	u878	m56	THE COUNTESS	Oh my dear yes, I bought a little ranch out West, sort of a tribute to the women of America who have cooperated with me in eliminating their odor by using my vaginal products, Dew spray mist and Yoni Yum spray powder. A tax write-off, actually.
L195216	u877	m56	SISSY	Your ranch?
L195215	u878	m56	THE COUNTESS	She's a young thing who works on my ranch. Real name is Sally Jones or something wooden like that. She's cute as a hot fudge taco, and, of course, it takes verve to change one's name so charmingly. But she stinks like a slut just the same.
L195214	u878	m56	THE COUNTESS	What? Oh yes. Tee-hee. Jellybean.
L195213	u877	m56	SISSY	Bonanza Jellybean?
L195212	u878	m56	THE COUNTESS	You were the Yoni Yum girl from, let's see,  from nineteen sixty-eight through nineteen seventy. You've always smelled so nice. Like a little sister. The irony has just killed me. You, the Dew Girl, one of the few girls who doesn't need Dew. I loath the stink of females! They are so sweet the way God made them, then they start fooling around with men and soon they're stinking. Like rotten mushrooms, like an excessively chlorinated swimming pool, like a tuna fish's retirement party. They all stink. From the Queen of England to Bonanza Jellybean, they stink.
L195211	u877	m56	SISSY	Does that mean you might have an assignment for me?
L195210	u878	m56	THE COUNTESS	Shit O goodness, you won't be thirty for another year, and you're more beautiful than ever.
L195209	u877	m56	SISSY	I've always been proud of the way nature singled me out. It's the people who have been deformed by society I feel sorry for. I've been steady moving for eleven years and some months. Maybe I should rest up for a spell, I'm not as young as I used to be.
L195208	u878	m56	THE COUNTESS	Freak, schmeek. Most of us are freaks in one way or another. Try being born a male Russian countess into a white middle class Baptist family in Mississippi and you'll see what I mean.
L195207	u877	m56	SISSY	A born freak can only go uphill.
L195206	u878	m56	THE COUNTESS	That's the very first time in the eons that I've known you that I've ever heard you complain. And now you're tired, poor darling.
L195205	u877	m56	SISSY	Tired...
L195204	u878	m56	THE COUNTESS	To my own special Sissy. Cheers! And welcome. So my letter brought ya flying, eh? Where were you? Salt Lake City? La Conner? Well, I may have a little surprise for you. But first, tell me about yourself. It's been six months, hasn't it? In some circles that's half a year. How are you?
L422325	u2355	m151	ELLIS	You can't stop what's comin. Ain't all waitin' on you.
L422324	u2350	m151	BELL	I'm... discouraged.
L422323	u2355	m151	ELLIS	You're discouraged.
L422322	u2350	m151	BELL	Most don't.
L422321	u2355	m151	ELLIS	...What you got ain't nothin' new. This country is hard on people. Hard and crazy. Got the devil in it yet folks never seem to hold it to account.
L422320	u2355	m151	ELLIS	Believe it was that night. She buried him the next mornin'.  Diggin' in that hard caliche.
L422319	u2350	m151	BELL	No, I mean was it right away or in the night or when was it.
L422318	u2355	m151	ELLIS	Nineteen zero and nine.
L422317	u2350	m151	BELL	When did he die?
L422316	u2355	m151	ELLIS	...Shot down on his own porch there in Hudspeth County. There was seven or eight of 'em come to the house. Wantin' this and wantin' that. Mac went back in and got his shotgun but they was way ahead of him. Shot him down in his own doorway.  Aunt Ella run out and tried to stop the bleedin'. Him tryin to get hold of the shotgun again. They just set there on their horses watchin' him die. Finally one of 'em says somethin' in Injun and they all turned and left out. Well Mac knew the score even if Aunt Ella didn't. Shot through the left lung and that was that. As they say.
L422314	u2350	m151	BELL	Yes I do.
L422313	u2355	m151	ELLIS	You don't know what he thinks.
L422312	u2350	m151	BELL	...I always thought when I got older God would sort of come into my life in some way. He didn't. I don't blame him. If I was him I'd have the same opinion about me that he does.
L422311	u2350	m151	BELL	I don't know. I feel overmatched.
L422310	u2355	m151	ELLIS	How come're you doin that?
L422309	u2350	m151	BELL	Yes, you've circled round.
L422308	u2355	m151	ELLIS	...Your granddad never asked me to sign on as deputy. I done that my own self. Loretta says you're quittin'.
L422307	u2355	m151	ELLIS	All the time you spend tryin' to get back what's been took from you there's more goin' out the door. After a while you just try and get a tourniquet on it.
L422306	u2350	m151	BELL	I'm kindly surprised to hear you say that.
L422305	u2355	m151	ELLIS	I don't know. Nothin'. Wouldn't be no point to it.
L422304	u2350	m151	BELL	What would you a done if he'd been released?
L422303	u2355	m151	ELLIS	In Angola. Yeah.
L422302	u2350	m151	BELL	That man that shot you died in prison.
L422301	u2355	m151	ELLIS	I generally make a fresh pot ever week even if there's some left over.
L422300	u2350	m151	BELL	How fresh is this coffee?
L422299	u2355	m151	ELLIS	'Predate it.
L422298	u2350	m151	BELL	Want a cup?
L422297	u2355	m151	ELLIS	She just told me you was quittin'. Sit down.
L422296	u2350	m151	BELL	Didn't know there was any.
L422295	u2355	m151	ELLIS	Got a letter from your wife. She writes pretty regular, tells me the family news.
L422294	u2350	m151	BELL	I am older.
L422293	u2355	m151	ELLIS	You lookin' at it. I got to say you look older.
L422292	u2350	m151	BELL	How you been, Ellis?
L422291	u2355	m151	ELLIS	Cats? Several. Wal. Depends what you mean by got. Some are half-wild, and some are just outlaws.
L422290	u2350	m151	BELL	How many a those things you got now?
L422289	u2355	m151	ELLIS	I deduced it. Once you walked in.
L422288	u2350	m151	BELL	But -- how'd you know it was mine?
L422287	u2355	m151	ELLIS	What give you that idea. I seen one of the cats heard it.
L422286	u2350	m151	BELL	You heard my -- you havin' fun with me?
L422285	u2355	m151	ELLIS	How's that?
L422284	u2350	m151	BELL	You heard it?
L422283	u2355	m151	ELLIS	Who else'd be in your truck.
L422282	u2350	m151	BELL	How'd you know I was here.
L422279	u2364	m151	ROSCOE	Strolls right back into a crime scene. Who would do such a thing? How do you defend against it?
L422278	u2350	m151	BELL	Hard to believe.
L422277	u2364	m151	ROSCOE	That don't hardly say it. He shoots the desk clerk one day, and walks right back in the next and shoots a retired army colonel.
L422276	u2350	m151	BELL	Yes, he has some hard bark on him.
L422275	u2364	m151	ROSCOE	All that at the Eagle Hotel. It's beyond everything.
L422274	u2350	m151	BELL	Oh yes.
L422273	u2364	m151	ROSCOE	He's real all right.
L422272	u2350	m151	BELL	I don't know. Sometimes I think he's pretty much a ghost.
L422271	u2364	m151	ROSCOE	Well what would you call him.
L422270	u2350	m151	BELL	I'm not sure he's a lunatic.
L422269	u2364	m151	ROSCOE	He is just a goddamn homicidal lunatic, Ed Tom.
L422268	u2350	m151	BELL	Uh-huh.
L422267	u2364	m151	ROSCOE	None of that explains your man though.
L422266	u2350	m151	BELL	Yessir. It may be that. In a nutshell.
L422265	u2364	m151	ROSCOE	"Try ""old"" on for size."
L422264	u2350	m151	BELL	...I don't know what I do feel like.
L422263	u2350	m151	BELL	Not the one thing. I used to think I could at least some way put things right. I don't feel that way no more.
L422262	u2364	m151	ROSCOE	It's the tide. It's the dismal tide. It is not the one thing.
L422261	u2350	m151	BELL	Signs and wonders. But I think once you stop hearin' sir and madam the rest is soon to follow.
L422260	u2364	m151	ROSCOE	If you'd a told me twenty years ago I'd see children walkin' the streets of our Texas towns with green hair and bones in their noses I just flat out wouldn't of believed you.
L422259	u2350	m151	BELL	Yes.
L422258	u2364	m151	ROSCOE	It's all the goddamned money, Ed Tom. The money and the drugs.  It's just goddamned beyond everything. What is it mean? What is it leading to?
L422257	u2350	m151	BELL	I suppose. Though they was leavin' in a hurry.
L422256	u2364	m151	ROSCOE	Couple hundred on his person. Those hombres would've taken the stash.
L422255	u2350	m151	BELL	No money in his room there?
L422252	u2364	m151	ROSCOE	Not hardly nothin' in her room. And that establishment was no stickler on registration. Well...
L422251	u2350	m151	BELL	No ID in her room?
L422250	u2364	m151	ROSCOE	I thought maybe she was with your boy there.
L422248	u2351	m151	CARLA JEAN	No.
L422247	u2350	m151	BELL	Carla Jean...
L422213	u2350	m151	BELL	Carla Jean, I will not harm your man. And he needs help, whether he knows it or not.
L422212	u2351	m151	CARLA JEAN	Llewelyn would never ask for help. He never thinks he needs any.
L422211	u2350	m151	BELL	Yes ma'am, I do.
L422210	u2351	m151	CARLA JEAN	If I tell you where Llewelyn's headed, you promise it'll be just you goes and talks with him -- you and nobody else?
L422209	u2350	m151	BELL	Yes ma'am?
L422208	u2351	m151	CARLA JEAN	Yeah, right. Sheriff, can you give me your word on somethin'?
