mId,movieTitle,movieYear,rating,geners,female_lines_count,male_lines_count,unknown_lines_count,female_lines_percentage,male_lines_percentage,unknown_lines_percentage
m218,thirteen days,2000,7.3,"['drama', 'history', 'thriller']",0,156,132,0.0,54.166666666666664,45.83333333333333
m219,thunderheart,1992,6.6,"['crime', 'mystery', 'thriller', 'western']",0,372,67,0.0,84.73804100227791,15.261958997722095
m220,top gun,1986,6.5,"['action', 'drama', 'romance']",123,399,111,19.431279620853083,63.03317535545023,17.535545023696685
m221,total recall,1990,7.4,"['action', 'adventure', 'sci-fi', 'thriller']",87,264,118,18.550106609808104,56.28997867803838,25.15991471215352
m222,tremors,1990,7.1,"['action', 'comedy', 'horror', 'thriller']",36,260,68,9.89010989010989,71.42857142857143,18.681318681318682
m223,true believer,1989,6.7,"['drama', 'crime']",28,345,75,6.25,77.00892857142857,16.741071428571427
m224,twin peaks: fire walk with me,1992,7.0,"['drama', 'horror', 'mystery', 'thriller']",188,202,205,31.596638655462183,33.94957983193277,34.45378151260504
m225,the verdict,1982,7.7,['drama'],90,519,102,12.658227848101266,72.9957805907173,14.345991561181433
m226,the war of the worlds,1953,7.1,"['action', 'horror', 'sci-fi', 'thriller']",46,62,79,24.598930481283425,33.155080213903744,42.24598930481284
m227,new nightmare,1994,6.3,"['fantasy', 'horror', 'mystery', 'thriller']",145,80,65,50.0,27.586206896551722,22.413793103448278
m228,white squall,1996,6.4,"['adventure', 'drama']",0,256,252,0.0,50.39370078740157,49.60629921259843
m229,wild at heart,1990,7.2,"['crime', 'romance', 'thriller']",335,378,107,40.853658536585364,46.09756097560976,13.048780487804878
m230,wonder boys,2000,7.5,"['drama', 'comedy']",103,645,102,12.117647058823529,75.88235294117646,12.0
m231,the woodsman,2004,7.4,['drama'],163,514,11,23.691860465116278,74.70930232558139,1.5988372093023258
m232,the abyss,1989,7.6,"['action', 'adventure', 'drama', 'sci-fi', 'thriller']",113,119,106,33.43195266272189,35.20710059171598,31.360946745562128
m233,l'avventura,1960,7.9,"['drama', 'mystery']",148,116,180,33.33333333333333,26.126126126126124,40.54054054054054
m234,agnes of god,1985,6.5,"['drama', 'mystery', 'thriller']",809,0,45,94.73067915690866,0.0,5.269320843091335
m235,a hard day's night,1964,7.6,"['comedy', 'music']",44,483,74,7.321131447587355,80.36605657237936,12.312811980033278
m236,alien,1979,8.5,"['adventure', 'horror', 'sci-fi', 'thriller']",0,305,332,0.0,47.880690737833596,52.119309262166404
m237,alien vs. predator,1993,7.8,"['action', 'adventure', 'sci-fi']",0,0,283,0.0,0.0,100.0
m238,all about eve,1950,8.5,['drama'],773,397,17,65.12215669755686,33.445661331086775,1.4321819713563606
m239,all the president's men,1976,8.0,"['drama', 'history', 'thriller']",13,471,173,1.97869101978691,71.68949771689498,26.331811263318112
m240,american pie,1999,6.9,"['comedy', 'romance']",136,392,107,21.41732283464567,61.732283464566926,16.850393700787404
m241,an american werewolf in paris,1997,4.9,"['horror', 'romance', 'thriller', 'comedy']",71,232,72,18.933333333333334,61.86666666666667,19.2
m242,anastasia,1997,6.6,"['animation', 'adventure', 'drama', 'family', 'musical', 'animation', 'family']",65,105,85,25.49019607843137,41.17647058823529,33.33333333333333
m243,annie hall,1977,8.3,"['comedy', 'drama', 'romance']",402,543,106,38.24928639391056,51.66508087535681,10.085632730732636
m244,the anniversary party,2001,6.2,"['drama', 'comedy']",460,353,48,53.42624854819977,40.998838559814175,5.574912891986063
m245,antz,1998,6.8,"['animation', 'adventure', 'comedy', 'family']",77,141,102,24.0625,44.0625,31.874999999999996
m246,the apartment,1960,8.4,"['romance', 'comedy', 'drama']",270,638,63,27.80638516992791,65.70545829042224,6.488156539649846
m247,apocalypse now,1979,8.6,"['drama', 'war']",0,472,122,0.0,79.46127946127946,20.53872053872054
m248,arctic blue,1993,4.8,"['action', 'thriller']",45,239,107,11.508951406649617,61.125319693094625,27.365728900255753
m249,as good as it gets,1997,7.8,"['comedy', 'drama', 'romance']",187,329,56,32.69230769230769,57.51748251748252,9.79020979020979
m250,assassins,1995,6.0,"['action', 'thriller', 'crime']",186,350,61,31.155778894472363,58.62646566164153,10.217755443886096
m251,asylum,2005,6.1,"['drama', 'romance', 'thriller']",0,361,344,0.0,51.205673758865245,48.79432624113475
m252,a walk to remember,2002,7.1,"['drama', 'romance']",189,259,68,36.627906976744185,50.1937984496124,13.178294573643413
m253,back to the future,1985,8.4,"['adventure', 'family', 'sci-fi']",0,254,70,0.0,78.39506172839506,21.604938271604937
m254,badlands,1973,7.9,"['crime', 'drama', 'romance', 'thriller']",82,161,67,26.451612903225808,51.935483870967744,21.612903225806452
m255,the adventures of buckaroo banzai across the 8th dimension,1984,6.0,"['adventure', 'romance', 'comedy', 'sci-fi']",40,90,124,15.748031496062993,35.43307086614173,48.818897637795274
m256,barton fink,1991,7.8,"['drama', 'mystery', 'thriller']",37,397,76,7.254901960784315,77.84313725490196,14.901960784313726
m257,basic instinct,1992,6.9,"['mystery', 'romance', 'thriller']",181,309,82,31.643356643356647,54.02097902097902,14.335664335664337
m258,basquiat,1996,6.7,"['biography', 'drama']",43,270,101,10.38647342995169,65.21739130434783,24.396135265700483
m259,batman returns,1992,6.9,"['action', 'crime', 'fantasy', 'thriller', 'animation', 'crime', 'fantasy', 'action', 'thriller']",46,149,63,17.829457364341085,57.751937984496124,24.418604651162788
m260,batman and robin,1949,6.5,"['action', 'adventure', 'crime', 'drama', 'sci-fi']",30,205,102,8.902077151335313,60.83086053412463,30.267062314540063
m261,batman forever,1995,5.4,"['action', 'crime', 'fantasy', 'thriller']",65,175,98,19.230769230769234,51.77514792899408,28.994082840236686
m262,batman,1989,7.6,"['crime', 'drama', 'thriller', 'action', 'adventure', 'crime']",97,133,88,30.50314465408805,41.82389937106918,27.67295597484277
m263,bean,1997,5.8,"['comedy', 'family']",33,138,81,13.095238095238097,54.761904761904766,32.142857142857146
m264,beavis and butt-head do america,1996,6.6,"['animation', 'adventure', 'comedy', 'crime']",0,249,43,0.0,85.27397260273972,14.726027397260275
m265,beetle juice,1988,7.3,"['comedy', 'fantasy']",248,230,46,47.32824427480916,43.89312977099237,8.778625954198473
m266,being there,1979,8.0,"['drama', 'comedy']",180,446,121,24.096385542168676,59.70548862115127,16.198125836680052
m267,being john malkovich,1999,7.9,"['comedy', 'drama', 'fantasy', 'romance']",212,328,93,33.4913112164297,51.81674565560821,14.691943127962084
m268,beloved,1998,5.6,"['drama', 'mystery']",122,110,71,40.26402640264026,36.303630363036305,23.432343234323433
m269,the big lebowski,1998,8.2,"['comedy', 'crime', 'mystery']",55,659,96,6.790123456790123,81.35802469135803,11.851851851851853
m270,the black dahlia,2006,5.6,"['crime', 'drama', 'history', 'mystery', 'thriller']",0,0,11,0.0,0.0,100.0
m271,blade ii,2002,6.6,"['action', 'fantasy', 'horror', 'thriller', 'action', 'adventure', 'horror']",42,109,58,20.095693779904305,52.15311004784689,27.751196172248804
m272,blade,1998,7.0,"['action', 'adventure', 'fantasy', 'horror', 'thriller']",88,119,68,32.0,43.27272727272727,24.727272727272727
m273,book of shadows: blair witch 2,2000,4.1,"['crime', 'horror', 'mystery', 'thriller']",225,284,86,37.81512605042017,47.73109243697479,14.453781512605044
m274,blood simple.,1984,7.8,"['crime', 'drama', 'thriller']",58,184,50,19.863013698630137,63.013698630136986,17.123287671232877
m275,bloodmoon,1997,4.5,"['action', 'thriller']",114,300,266,16.76470588235294,44.11764705882353,39.11764705882353
m276,blow,2001,7.4,"['biography', 'crime', 'drama']",91,478,122,13.16931982633864,69.17510853835022,17.655571635311144
m277,la battaglia di algeri,1966,8.2,"['drama', 'history', 'war']",0,29,103,0.0,21.96969696969697,78.03030303030303
m278,body of evidence,1993,4.1,"['drama', 'romance', 'thriller']",181,325,230,24.592391304347828,44.15760869565217,31.25
m279,the bridges of madison county,1995,7.2,"['drama', 'romance']",257,227,52,47.94776119402985,42.350746268656714,9.701492537313433
m280,bones,2001,4.0,"['crime', 'horror']",50,154,189,12.72264631043257,39.18575063613232,48.091603053435115
m281,bound,1996,7.5,"['crime', 'drama', 'thriller']",360,161,58,62.17616580310881,27.806563039723663,10.01727115716753
m282,the bourne identity,2002,7.7,"['action', 'adventure', 'mystery', 'thriller']",98,220,93,23.844282238442823,53.52798053527981,22.62773722627737
m283,brazil,1985,8.0,"['drama', 'fantasy', 'sci-fi']",74,416,135,11.84,66.56,21.6
m284,bringing out the dead,1999,6.8,"['drama', 'thriller']",66,322,63,14.634146341463413,71.3968957871397,13.968957871396896
m285,broadcast news,1987,7.1,"['comedy', 'drama', 'romance']",224,389,110,30.982019363762102,53.80359612724758,15.214384508990317
m286,a bucket of blood,1959,6.8,"['comedy', 'horror']",95,273,96,20.474137931034484,58.83620689655172,20.689655172413794
m287,buffy the vampire slayer,1992,5.3,"['horror', 'comedy', 'action']",318,230,107,48.54961832061069,35.11450381679389,16.335877862595417
m288,bull durham,1988,7.0,"['comedy', 'romance', 'sport']",145,281,102,27.46212121212121,53.21969696969697,19.318181818181817
m289,casino,1995,8.1,"['biography', 'crime', 'drama']",271,1010,249,17.712418300653596,66.01307189542483,16.274509803921568
m290,catwoman,2004,3.2,"['action', 'crime', 'fantasy']",103,102,147,29.261363636363637,28.97727272727273,41.76136363636363
m291,cellular,2004,6.5,"['action', 'crime', 'thriller']",204,419,90,28.611500701262273,58.76577840112201,12.622720897615707
m292,the crying game,1992,7.3,"['drama', 'thriller']",62,811,38,6.805708013172337,89.02305159165752,4.171240395170143
m293,charade,1963,8.0,"['comedy', 'mystery', 'romance', 'thriller']",23,742,104,2.6467203682393556,85.385500575374,11.967779056386652
m294,cherry falls,2000,4.8,"['horror', 'mystery', 'thriller']",215,103,150,45.94017094017094,22.00854700854701,32.05128205128205
m295,chill factor,1999,4.9,"['action', 'adventure', 'comedy', 'thriller']",0,720,69,0.0,91.25475285171103,8.745247148288973
m296,chinatown,1974,8.5,"['crime', 'drama', 'mystery', 'thriller']",151,585,127,17.497103128621088,67.78679026651217,14.716106604866743
m297,nuovo cinema paradiso,1988,8.5,"['comedy', 'drama', 'romance']",24,129,18,14.035087719298245,75.43859649122807,10.526315789473683
m298,citizen kane,1941,8.6,"['drama', 'mystery']",329,235,109,48.88558692421991,34.91827637444279,16.196136701337295
m299,clerks.,1994,8.0,['comedy'],193,973,120,15.007776049766719,75.66096423017107,9.331259720062208
m300,cliffhanger,1993,6.2,"['action', 'adventure', 'thriller']",109,302,58,23.240938166311302,64.39232409381663,12.366737739872068
m301,a clockwork orange,1971,8.5,"['crime', 'drama', 'sci-fi']",15,292,137,3.3783783783783785,65.76576576576578,30.855855855855857
m302,collateral,2004,7.8,"['crime', 'drama', 'thriller']",35,440,103,6.055363321799308,76.12456747404845,17.82006920415225
m303,conspiracy theory,1997,6.5,"['action', 'crime', 'mystery', 'romance', 'thriller']",218,260,38,42.248062015503876,50.3875968992248,7.3643410852713185
m304,contact,1997,7.4,"['drama', 'mystery', 'sci-fi', 'thriller']",252,215,75,46.494464944649444,39.66789667896679,13.837638376383765
m305,cool hand luke,1967,8.3,"['crime', 'drama']",17,211,85,5.431309904153355,67.41214057507987,27.15654952076677
m306,copycat,1995,6.5,"['crime', 'mystery', 'thriller']",331,94,133,59.318996415770606,16.845878136200717,23.835125448028673
m307,crash,2004,8.0,"['crime', 'drama']",54,69,21,37.5,47.91666666666667,14.583333333333334
m308,crazy love,2007,7.0,['documentary'],359,209,22,60.84745762711864,35.42372881355932,3.728813559322034
m309,crime spree,2003,6.4,"['action', 'comedy', 'crime']",38,268,315,6.119162640901772,43.15619967793881,50.72463768115942
m310,"crouching tiger, hidden dragon",2003,8.0,['action'],176,63,91,53.333333333333336,19.090909090909093,27.575757575757574
m311,the crow,1994,7.6,"['action', 'crime', 'fantasy', 'thriller']",0,104,145,0.0,41.76706827309237,58.23293172690763
m312,cruel intentions,1999,6.7,"['drama', 'romance', 'thriller']",391,333,84,48.39108910891089,41.21287128712871,10.396039603960396
m313,the curse of the cat people,1944,6.9,"['drama', 'fantasy', 'horror']",298,119,27,67.11711711711712,26.8018018018018,6.081081081081082
m314,the curse,1987,4.5,"['sci-fi', 'horror']",425,198,65,61.77325581395349,28.77906976744186,9.44767441860465
m315,dark city,1998,7.8,"['mystery', 'sci-fi', 'thriller']",0,39,178,0.0,17.972350230414747,82.02764976958525
m316,dave,1993,6.8,"['comedy', 'romance']",59,415,29,11.72962226640159,82.50497017892644,5.7654075546719685
m317,day of the dead,1985,7.0,"['horror', 'sci-fi']",27,67,113,13.043478260869565,32.367149758454104,54.589371980676326
m318,dead poets society,1989,7.8,['drama'],37,362,92,7.535641547861507,73.72708757637476,18.73727087576375
m319,deep rising,1998,5.7,"['action', 'horror', 'sci-fi', 'thriller']",49,176,37,18.702290076335878,67.17557251908397,14.122137404580155
m320,the deer hunter,1978,8.2,"['drama', 'war']",32,336,161,6.049149338374291,63.51606805293005,30.434782608695656
m321,demolition man,1993,6.3,"['action', 'crime', 'sci-fi']",0,0,303,0.0,0.0,100.0
m322,the devil and daniel webster,2004,5.7,"['comedy', 'drama', 'fantasy']",92,343,90,17.523809523809526,65.33333333333333,17.142857142857142
m323,die hard,1988,8.3,"['action', 'crime', 'thriller']",0,193,66,0.0,74.5173745173745,25.482625482625483
m324,dog day afternoon,1975,8.2,"['crime', 'drama']",15,527,81,2.4077046548956664,84.59069020866774,13.001605136436597
m325,domino,2005,5.9,"['action', 'crime', 'drama', 'thriller']",68,65,109,28.09917355371901,26.859504132231404,45.04132231404959
m326,do the right thing,1989,7.9,['drama'],72,313,131,13.953488372093023,60.65891472868217,25.387596899224807
m327,dumb and dumberer: when harry met lloyd,2003,3.3,['comedy'],130,459,76,19.548872180451127,69.02255639097744,11.428571428571429
m328,dune,1984,6.5,"['action', 'adventure', 'sci-fi']",23,68,117,11.057692307692307,32.69230769230769,56.25
m329,ed wood,1994,8.1,"['biography', 'comedy', 'drama']",88,558,126,11.398963730569948,72.279792746114,16.321243523316063
m330,edtv,1999,6.1,['comedy'],142,391,93,22.683706070287542,62.460063897763575,14.856230031948881
m331,election,1999,7.4,"['comedy', 'drama']",94,139,145,24.867724867724867,36.77248677248677,38.35978835978836
m332,l.a. confidential,1997,8.4,"['crime', 'drama', 'mystery', 'thriller']",60,492,105,9.1324200913242,74.88584474885845,15.981735159817351
m333,enemy of the state,1998,7.2,"['action', 'drama', 'thriller']",20,520,202,2.6954177897574128,70.08086253369272,27.22371967654987
m334,the english patient,1996,7.3,"['romance', 'drama', 'war']",230,354,94,33.92330383480826,52.21238938053098,13.864306784660767
m335,entrapment,1999,6.1,"['action', 'crime', 'romance', 'thriller']",239,331,3,41.710296684118674,57.76614310645725,0.5235602094240838
m336,erin brockovich,2000,7.2,"['biography', 'drama', 'romance']",374,231,128,51.02319236016372,31.51432469304229,17.462482946793997
m337,star wars: the empire strikes back,1982,8.0,"['animation', 'adventure', 'action', 'fantasy']",128,296,139,22.735346358792185,52.57548845470693,24.68916518650089
m338,escape from the planet of the apes,1971,6.1,"['sci-fi', 'thriller']",0,0,50,0.0,0.0,100.0
m339,escape from l.a.,1996,5.3,"['action', 'adventure', 'sci-fi', 'thriller']",0,157,92,0.0,63.05220883534136,36.94779116465863
m340,excalibur,1981,7.4,"['adventure', 'drama', 'fantasy']",0,186,80,0.0,69.92481203007519,30.075187969924812
m341,the exorcist,1973,8.1,"['horror', 'thriller']",252,239,120,41.243862520458265,39.11620294599018,19.639934533551553
m342,the fabulous baker boys,1989,6.7,"['drama', 'music', 'romance']",180,726,145,17.126546146527115,69.07706945765936,13.79638439581351
m343,face/off,1997,7.3,"['action', 'crime', 'drama', 'sci-fi', 'thriller']",63,185,99,18.155619596541786,53.31412103746398,28.530259365994237
m344,the family man,2000,6.6,"['comedy', 'fantasy', 'drama', 'romance']",148,380,84,24.18300653594771,62.091503267973856,13.725490196078432
m345,the fantastic four,1994,3.8,"['action', 'adventure', 'sci-fi', 'fantasy']",92,308,50,20.444444444444446,68.44444444444444,11.11111111111111
m346,fantastic voyage,1966,6.8,"['adventure', 'sci-fi']",43,320,39,10.696517412935323,79.60199004975125,9.701492537313433
m347,fargo,1996,8.3,"['crime', 'drama', 'thriller']",169,395,144,23.870056497175142,55.7909604519774,20.33898305084746
m348,fight club,1999,8.8,"['crime', 'drama', 'mystery', 'thriller']",97,583,90,12.597402597402596,75.71428571428571,11.688311688311687
m349,final destination 2,2003,6.4,"['horror', 'thriller']",122,48,85,47.84313725490196,18.823529411764707,33.33333333333333
m350,final destination,2000,6.8,"['horror', 'thriller']",40,57,42,28.776978417266186,41.007194244604314,30.215827338129497
m351,rambo: first blood part ii,1985,5.8,"['action', 'adventure', 'thriller']",25,200,56,8.896797153024911,71.17437722419929,19.9288256227758
m352,the fisher king,1991,7.5,"['comedy', 'drama', 'romance']",145,286,43,30.590717299578056,60.337552742616026,9.071729957805907
m353,five easy pieces,1970,7.5,['drama'],198,206,104,38.976377952755904,40.55118110236221,20.47244094488189
m354,five feet high and rising,2000,6.5,['short'],24,86,63,13.872832369942195,49.71098265895954,36.41618497109826
m355,fletch,1985,6.7,"['comedy', 'crime', 'mystery']",120,478,121,16.689847009735743,66.48122392211405,16.82892906815021
m356,the adventures of ford fairlane,1990,5.6,"['action', 'adventure', 'comedy', 'music']",108,254,54,25.961538461538463,61.057692307692314,12.980769230769232
m357,the french connection,1971,7.9,"['action', 'crime', 'thriller']",0,125,158,0.0,44.16961130742049,55.830388692579504
m358,frequency,2000,7.3,"['crime', 'drama', 'sci-fi', 'thriller']",40,404,69,7.797270955165692,78.75243664717348,13.450292397660817
m359,friday the 13th part iii,1982,5.1,['horror'],80,66,48,41.23711340206185,34.02061855670103,24.742268041237114
m360,jason lives: friday the 13th part vi,1986,5.3,"['comedy', 'horror', 'thriller']",0,72,122,0.0,37.11340206185567,62.88659793814433
m361,jason goes to hell: the final friday,1993,4.1,"['horror', 'thriller']",0,54,114,0.0,32.142857142857146,67.85714285714286
m362,friday the 13th part viii: jason takes manhattan,1989,3.9,['horror'],116,82,30,50.877192982456144,35.96491228070175,13.157894736842104
m363,game 6,2005,6.0,"['comedy', 'drama', 'sport']",148,325,94,26.102292768959433,57.31922398589065,16.57848324514991
m364,gandhi,1982,8.2,"['biography', 'drama', 'history']",0,0,216,0.0,0.0,100.0
m365,gattaca,1997,7.8,"['drama', 'romance', 'sci-fi', 'thriller']",38,207,134,10.026385224274406,54.61741424802111,35.35620052770449
m366,the getaway,1972,7.5,"['action', 'adventure', 'crime', 'thriller']",132,208,70,32.19512195121951,50.73170731707317,17.073170731707318
m367,get carter,2000,4.8,"['action', 'crime', 'drama', 'thriller']",98,274,98,20.851063829787233,58.29787234042553,20.851063829787233
m368,glengarry glen ross,1992,7.9,['drama'],0,908,21,0.0,97.73950484391818,2.2604951560818085
m369,the godfather: part ii,1974,9.0,"['crime', 'drama', 'thriller']",37,415,218,5.522388059701493,61.940298507462686,32.537313432835816
m370,gods and monsters,1998,7.5,"['biography', 'drama']",85,572,44,12.125534950071327,81.59771754636233,6.276747503566334
m371,gone in sixty seconds,2000,6.0,"['action', 'crime', 'thriller']",57,395,199,8.755760368663594,60.675883256528415,30.568356374807987
m372,goodfellas,1990,8.8,"['crime', 'drama', 'thriller']",55,153,85,18.771331058020476,52.218430034129696,29.01023890784983
m373,good will hunting,1997,8.1,['drama'],112,713,54,12.741751990898747,81.11490329920365,6.143344709897611
m374,the grapes of wrath,1940,8.3,['drama'],86,250,266,14.285714285714285,41.52823920265781,44.18604651162791
m375,grosse pointe blank,1997,7.4,"['comedy', 'crime', 'romance', 'thriller']",97,254,84,22.298850574712645,58.39080459770115,19.310344827586206
m376,the horse whisperer,1998,6.4,"['drama', 'romance', 'western']",300,153,34,61.601642710472284,31.416837782340863,6.981519507186857
m377,hackers,1995,5.8,"['action', 'crime', 'drama', 'thriller']",88,153,179,20.952380952380953,36.42857142857142,42.61904761904762
m378,halloween 4: the return of michael myers,1988,5.6,"['horror', 'thriller']",114,122,109,33.04347826086956,35.36231884057971,31.594202898550726
m379,halloween,1978,7.9,"['horror', 'thriller']",172,75,72,53.91849529780565,23.510971786833856,22.570532915360502
m380,hannah and her sisters,1986,7.9,"['comedy', 'drama', 'romance']",633,389,58,58.611111111111114,36.01851851851852,5.37037037037037
m381,hannibal,2001,6.4,"['crime', 'thriller']",213,231,223,31.93403298350825,34.63268365817092,33.43328335832084
m382,happy campers,2001,5.4,['comedy'],50,55,111,23.14814814814815,25.462962962962965,51.388888888888886
m383,heathers,1989,7.3,"['comedy', 'crime']",146,54,149,41.833810888252145,15.472779369627506,42.693409742120345
m384,heavenly creatures,1994,7.6,"['crime', 'drama', 'fantasy', 'thriller']",186,0,21,89.85507246376811,0.0,10.144927536231885
m385,hellraiser: hellseeker,2002,4.9,"['horror', 'mystery', 'thriller']",57,157,82,19.256756756756758,53.04054054054054,27.7027027027027
m386,hero,1992,6.3,"['comedy', 'drama']",95,204,89,24.484536082474225,52.57731958762887,22.938144329896907
m387,hider in the house,1989,5.6,['thriller'],118,157,104,31.13456464379947,41.42480211081794,27.440633245382585
m388,highlander iii: the sorcerer,1994,3.9,"['fantasy', 'sci-fi', 'action']",77,144,196,18.465227817745802,34.53237410071942,47.00239808153477
m389,hostage,2005,6.6,"['action', 'crime', 'drama', 'thriller']",0,326,209,0.0,60.93457943925233,39.06542056074767
m390,hotel rwanda,2004,8.3,"['adventure', 'drama', 'history', 'thriller', 'war']",64,335,130,12.098298676748582,63.32703213610586,24.574669187145556
m391,house on haunted hill,1999,5.3,"['horror', 'mystery', 'thriller']",147,294,35,30.88235294117647,61.76470588235294,7.352941176470589
m392,house of the damned,1996,4.3,"['action', 'horror', 'thriller']",130,142,60,39.1566265060241,42.77108433734939,18.072289156626507
m393,hellraiser iii: hell on earth,1992,5.1,['horror'],158,0,85,65.02057613168725,0.0,34.97942386831276
m394,hudson hawk,1991,5.4,"['action', 'adventure', 'comedy', 'action', 'adventure', 'comedy', 'crime']",62,207,113,16.230366492146597,54.18848167539267,29.581151832460733
m395,the hudsucker proxy,1994,7.4,"['comedy', 'drama', 'fantasy', 'romance']",100,198,126,23.58490566037736,46.69811320754717,29.71698113207547
m396,i walked with a zombie,1943,7.3,['horror'],161,98,38,54.20875420875421,32.996632996633,12.794612794612794
m397,the ice storm,1997,7.5,['drama'],186,275,109,32.631578947368425,48.24561403508772,19.12280701754386
m398,insomnia,2002,7.3,"['crime', 'drama', 'mystery', 'thriller']",44,180,60,15.492957746478872,63.38028169014085,21.12676056338028
m399,interview with the vampire: the vampire chronicles,1994,7.4,"['drama', 'fantasy']",84,387,6,17.61006289308176,81.13207547169812,1.257861635220126
m400,i still know what you did last summer,1998,4.1,"['horror', 'mystery', 'thriller']",195,50,118,53.71900826446281,13.774104683195592,32.5068870523416
m401,isle of the dead,1945,6.6,"['drama', 'horror', 'mystery', 'thriller']",79,64,139,28.01418439716312,22.69503546099291,49.29078014184397
m402,it's a wonderful life,1946,8.7,"['drama', 'fantasy', 'romance']",79,366,194,12.363067292644757,57.27699530516433,30.359937402190923
m403,jaws 2,1978,5.6,['thriller'],72,324,256,11.042944785276074,49.693251533742334,39.263803680981596
m404,jaws 3-d,1983,3.3,['thriller'],200,293,54,36.56307129798903,53.56489945155393,9.87202925045704
m405,jaws: the revenge,1987,2.6,['thriller'],183,359,88,29.04761904761905,56.98412698412698,13.968253968253968
m406,the jazz singer,1927,6.8,"['drama', 'music', 'romance']",0,0,13,0.0,0.0,100.0
m407,jennifer eight,1992,6.2,"['thriller', 'mystery']",62,338,74,13.080168776371309,71.30801687763713,15.611814345991561
m408,jerry maguire,1996,7.3,"['comedy', 'drama', 'romance', 'sport']",142,341,50,26.641651031894938,63.977485928705434,9.380863039399625
m409,jurassic park iii,2001,5.7,"['action', 'adventure', 'sci-fi', 'thriller']",61,212,13,21.328671328671327,74.12587412587412,4.545454545454546
m410,the lost world: jurassic park,1997,6.0,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']",62,209,36,20.195439739413683,68.07817589576547,11.726384364820847
m411,jurassic park,1993,7.9,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']",145,297,95,27.001862197392924,55.3072625698324,17.690875232774676
m412,freddy vs. jason,2003,5.8,"['horror', 'thriller']",0,0,219,0.0,0.0,100.0
m413,kafka,1991,6.9,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']",63,235,85,16.449086161879894,61.35770234986945,22.193211488250654
m414,king kong,2005,7.6,"['adventure', 'drama', 'romance']",38,41,64,26.573426573426573,28.671328671328673,44.75524475524475
m415,klute,1971,7.2,"['mystery', 'romance', 'thriller']",161,209,92,34.84848484848485,45.23809523809524,19.913419913419915
m416,kramer vs. kramer,1979,7.7,['drama'],120,381,90,20.304568527918782,64.46700507614213,15.228426395939088
m417,kundun,1997,7.1,"['biography', 'drama', 'history', 'war']",0,190,132,0.0,59.006211180124225,40.993788819875775
m418,lake placid,1999,5.4,"['action', 'comedy', 'horror', 'thriller']",196,361,35,33.108108108108105,60.979729729729726,5.912162162162162
m419,the silence of the lambs,1991,8.7,"['crime', 'thriller']",205,161,83,45.657015590200444,35.85746102449889,18.485523385300667
m420,last of the mohicans,1977,7.3,"['action', 'adventure', 'war']",52,150,119,16.1993769470405,46.728971962616825,37.07165109034268
m421,leviathan,1989,5.3,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']",51,162,120,15.315315315315313,48.64864864864865,36.03603603603604
m422,"lock, stock and two smoking barrels",1998,8.2,"['crime', 'thriller']",0,148,264,0.0,35.92233009708738,64.07766990291263
m423,lone star,1996,7.6,"['drama', 'mystery', 'romance', 'western']",189,494,201,21.380090497737555,55.88235294117647,22.737556561085974
m424,lord of illusions,1995,5.6,"['fantasy', 'horror', 'mystery', 'thriller']",72,340,126,13.382899628252787,63.19702602230484,23.42007434944238
m425,lost in translation,2003,7.9,"['drama', 'romance']",138,159,31,42.073170731707314,48.47560975609756,9.451219512195122
m426,lost souls,2000,4.6,"['drama', 'horror', 'thriller', 'romance']",143,190,94,33.48946135831382,44.49648711943794,22.01405152224824
m427,love & basketball,2000,6.7,"['drama', 'romance', 'sport']",379,274,53,53.682719546742206,38.81019830028329,7.507082152974505
m428,magnolia,1999,8.0,['drama'],272,659,183,24.416517055655294,59.156193895870736,16.427289048473966
m429,the man in the iron mask,1998,6.1,"['action', 'adventure', 'drama', 'history']",0,380,89,0.0,81.02345415778251,18.976545842217483
m430,manhunt,2003,8.7,"['action', 'adventure', 'crime', 'horror', 'thriller']",20,72,191,7.06713780918728,25.4416961130742,67.49116607773851
m431,manhunter,1986,7.2,"['crime', 'thriller']",82,498,94,12.166172106824925,73.88724035608308,13.94658753709199
m432,man on the moon,1999,7.4,"['biography', 'comedy', 'drama']",26,246,83,7.323943661971831,69.29577464788733,23.380281690140844
m433,the matrix,1999,8.7,"['action', 'adventure', 'adventure', 'adventure', 'sci-fi']",109,344,37,22.244897959183675,70.20408163265306,7.551020408163265
m434,halloween iii: season of the witch,1982,3.8,"['horror', 'mystery', 'sci-fi']",31,355,61,6.935123042505594,79.41834451901566,13.646532438478747
m435,meet joe black,1998,6.9,"['drama', 'fantasy', 'mystery', 'romance']",227,786,81,20.749542961608775,71.84643510054845,7.40402193784278
m436,memento,2000,8.7,"['crime', 'drama', 'mystery', 'thriller']",80,301,28,19.559902200489,73.59413202933986,6.845965770171149
m437,miami vice,2006,6.0,"['action', 'crime', 'drama', 'thriller']",74,279,114,15.845824411134904,59.743040685224834,24.411134903640257
m438,midnight cowboy,1969,8.0,['drama'],0,191,60,0.0,76.09561752988047,23.904382470119522
